feature_1,feature_2,feature_3,target
0.4967141530112327,-0.13826430117118466,0.6476885381006925,2.213168777210696
1.5230298564080254,-0.23415337472333597,-0.23413695694918055,6.794349845374901
1.5792128155073915,0.7674347291529088,-0.4694743859349521,4.067782711915741
0.5425600435859647,-0.46341769281246226,-0.46572975357025687,3.3212627001513875
0.24196227156603412,-1.913280244657798,-1.7249178325130328,4.523978753384377
-0.5622875292409727,-1.0128311203344238,0.3142473325952739,1.5496863233607203
-0.9080240755212111,-1.4123037013352917,1.465648768921554,1.448763465795442
-0.22577630048653566,0.06752820468792384,-1.4247481862134568,-4.5526747510890155
-0.5443827245251827,0.11092258970986608,-1.1509935774223028,-5.280292957897551
0.37569801834567196,-0.600638689918805,-0.2916937497932768,2.8348115374517215
-0.6017066122293969,1.8522781845089378,-0.013497224737933914,-8.86165729001796
-1.0577109289559,0.822544912103189,-1.2208436499710222,-11.920620005685382
0.2088635950047554,-1.9596701238797756,-1.3281860488984305,3.1142220977266013
0.19686123586912352,0.7384665799954104,0.1713682811899705,-1.2912968473999458
-0.11564828238824053,-0.3011036955892888,-1.4785219903674274,-5.725199980853353
-0.7198442083947086,-0.4606387709597875,1.0571222262189157,0.537584043353505
0.3436182895684614,-1.763040155362734,0.324083969394795,6.282700753009029
-0.38508228041631654,-0.6769220003059587,0.6116762888408679,2.0155453097831675
1.030999522495951,0.9312801191161986,-0.8392175232226385,1.2816382131567923
-0.3092123758512146,0.33126343140356396,0.9755451271223592,-1.1324549623344307
-0.47917423784528995,-0.18565897666381712,-1.1063349740060282,-3.051015881545517
-1.1962066240806708,0.812525822394198,1.356240028570823,-4.96293318551937
-0.07201012158033385,1.0035328978920242,0.36163602504763415,-2.9563387223171143
-0.6451197546051243,0.36139560550841393,1.5380365664659692,-1.6554720718106228
-0.03582603910995153,1.564643655814006,-2.6197451040897444,-9.015318585506908
0.8219025043752238,0.08704706823817134,-0.29900735046586785,3.482370455637533
0.0917607765355023,-1.9875689146008928,-0.21967188783751193,7.026864019173308
0.3571125715117464,1.477894044741516,-0.5182702182736474,-6.073633787565848
-0.8084936028931876,-0.5017570435845365,0.9154021177020741,-0.607907551288718
0.32875110965968446,-0.5297602037670388,0.5132674331133561,2.682161938856878
0.09707754934804039,0.9686449905328892,-0.7020530938773524,-3.8504419200999336
-0.3276621465977682,-0.39210815313215763,-1.4635149481321186,-2.6751959615107213
0.29612027706457605,0.26105527217988933,0.0051134566424609,2.446802627817237
-0.23458713337514742,-1.4153707420504142,-0.42064532276535904,1.2937191853076015
-0.3427145165267695,-0.8022772692216189,-0.16128571166600914,-0.15501700360299198
0.4040508568145384,1.8861859012105302,0.17457781283183896,-3.3846807009707582
0.257550390722764,-0.0744459157661671,-1.9187712152990415,-3.3009838311476525
-0.026513875449216878,0.06023020994102644,2.463242112485286,5.591783946690666
-0.19236096478112252,0.30154734233361247,-0.03471176970524331,-2.00596493568256
-1.168678037619532,1.1428228145150205,0.7519330326867741,-7.646035542893127
0.7910319470430469,-0.9093874547947389,1.4027943109360992,10.109083848245808
-1.4018510627922809,0.5868570938002703,2.1904556258099785,-4.460626860117667
-0.9905363251306883,-0.5662977296027719,0.09965136508764122,-3.872024834845709
